"id","site","timestamp","year","place","dataset","exists","digital","public","online","free","machinereadable","bulk","openlicence","uptodate","url","format","licenseurl","dateavailable","officialtitle","publisher","reviewed","reviewResult","reviewComments","details","isCurrent","isOpen","submitter","reviewer","score"
"1d297fe9-3cc5-42fb-ba0e-1b4bf2a58554","ar-city","2016-03-22T02:33:20","2016","neuquen-ciudad","tenders","Yes","Yes","Yes","Yes","Yes","No","Yes",,"Yes","http://www.ciudaddeneuquen.gob.ar/licitaciones-publicas-2016/",,,,,,"Yes","Yes","Submission is correct","The site of Neuquen city, contains information about public tenders in PDF format. It is clear and detailed information","Yes","No","Agustina De Luca","Paula Alzualde","55"
"81fdc90e-c0bc-43df-a974-86b09d1ad912","ar-city","2016-03-22T02:38:56","2016","moron","tenders","Yes","Yes","Yes","Yes","Yes","No","No",,"No","https://apps.moron.gob.ar/ext/rafam_portal/licitaciones/licitaciones.php?tipo=publica",,,,"Calls for Public Tendering","Direction for purchases and contracting, Moron Government (Purchases portal)","Yes","Yes","Submission is correct","The site Moron Government ""Purchases portal"" (""Portal de Compras"") contains a cathegory named ""tenders"" where we can see the information about public and private tendering, with detail of adquiciciones for different areas of government. Detailed information: budget executed for the purchase, the price of the sheets. The information is in PDF format and html","Yes","No","Agustina De Luca","Paula Alzualde","35"
"b3679e92-27cc-41b9-92ad-6f14c64be179","ar-city","2016-03-22T01:52:43","2016","cordoba-city","environment","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct","There is no information regarding green points or sustainable environment","Yes","No","Agustina De Luca","Paula Alzualde","0"
"eeacd6bd-0454-4cb1-bfab-7e0a6625046d","ar-city","2016-03-22T02:21:58","2016","cordoba-city","tenders","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct","There is a special link for public tendering, but once the user makes click on it, the website shows a ""Not Found"" phrase.","Yes","No","Agustina De Luca","Paula Alzualde","0"
"42a69af2-ec26-45ad-b9f1-9335c4991ca6","ar-city","2016-03-22T02:24:16","2016","merdeces","tenders","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct","There is no information regarding public tendering and adjudications.","Yes","No","Agustina De Luca","Paula Alzualde","0"
"34372e70-16e4-48a6-a3ba-5d090cb4dd5d","ar-city","2016-03-22T01:59:52","2016","junin","environment","Yes","Yes","Yes","Yes","Yes","Yes","No",,"No","http://www.junin.gov.ar/ga/#barraNav","PDF, csv, xls",,,"Temperature per month; Climate per month; Wind; Rain","Junin Government, Open Data Portal","Yes","Yes","Submission is correct.","The Open Data portal of Junin Government contains only a few datasets, one of which concerns to environment. It has got four of them: Rain, Wind, Temperature per month and Climate per month. The four of them contain update information from 2015, and divided per month. It has got graphics and detailed information in a table, which can be downloaded in pdf, csv or xls. All of them lack of information from its last update, and from previous years in order to allow comparisons. The rain dataset is a very important one, since Junin contains a very big lake which sometimes flood.","Yes","No","Agustina De Luca","Paula Alzualde","50"
"85cbeab0-cd10-45c7-a266-4b29d0487c6c","ar-city","2016-03-22T02:26:11","2016","junin","tenders","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.junin.gov.ar/index.php?sector=4&div=10004&divLnk=131&sdiv=12&lT=0",,,,"Calls for Public Tendering","Junin Government","Yes","Yes","Submission is correct.","The governmetn publishes a complete list with the open public tenders directly on its website, indicating: general information, costs, schedule and deadline. However, there is no information regarding awards and who finally won the tender. Moreover, all this information it is not available in open data; it can just be consulted in the website.","Yes","No","Agustina De Luca","Paula Alzualde","45"
"f932d9a3-ce3f-473f-a514-74ae571a9f75","ar-city","2016-03-22T01:52:25","2016","rafaela","environment","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","There is no information regarding green points or sustainable environment.","Yes","No","Agustina De Luca","Paula Alzualde","0"
"52947f28-eaa0-4112-ad11-08dc467a42e2","ar-city","2016-03-22T02:21:30","2016","rafaela","tenders","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.rafaela.gob.ar/nuevo/ProcesosLicitaciones.aspx?a=&c=6&t=05Z7B8LIFai2nEj9rHjLA61D8uYSSyYOT6jjDujj8kGXi1KT7IWx5Vqo**u24H0DV",,,,"Calls for Public Tendering","Rafaela's Government","Yes","Yes","Submission is correct.","The information for public tendering can be easily accessed through the open government's website for Rafaela Citiy, and it is updated. There is information for the whole process: ehwn the tender opens, the expiration date, the adjudication and legal information for the awards., the . However, there is a list with PDF for each tender, and the information can't be downloaded in bulk. This prevenst to cross-check the information, or make a thorough analysis of the information, and the awards.","Yes","No","Agustina De Luca","Paula Alzualde","45"
"72fb6c39-1e04-4d79-8ede-b73a54176746","ar-city","2016-03-22T02:19:09","2016","rosario","tenders","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://www.rosario.gov.ar/sitio/licitaciones/buscarLicitacionVisual.do",,,,"Purchases and public tenders.","Rosario City Goverment","Yes","Yes","Submission is correct.","Calls for tenders are displayed when filtering according to 3 cathegories: to be opened, under evaluation, LUC (Large Urban Conglomerates, refers to big size developments with national or internation organisms such as United Nations, eg.)","Yes","No","Agustina De Luca","Paula Alzualde","45"
"e2dd1772-66a2-4adb-b62e-ab04ae487852","ar-city","2016-03-22T02:03:21","2016","rosario","environment","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","No specific data on environment can be found other that schedule for garbage collection (see above), and education on recycling.","Yes","No","Agustina De Luca","Paula Alzualde","0"
"8f8f866d-24e4-4678-9e93-9f4a20ebb617","ar-city","2016-03-22T02:14:20","2016","gualeguaychu","tenders","Yes","Yes","Yes","Yes","Yes","No","No",,"No","http://www.gualeguaychu.gov.ar/web/serviciosalvecino_informacionpublica_accesoalicitacionespublicas",,"https://creativecommons.org/licenses/by/2.5/ar/",,"Access to Public Calls for Tenders","Government of Gualeguaychu","Yes","Yes","Submission is correct.","Display system is not friendly. There are 2 categories to sort by ""Current Calls for Tenders"" and ""Prevous Calls for Tenders"".","Yes","No","Agustina De Luca","Paula Alzualde","65"
"2c01fc30-e459-415a-864c-a78304c9ee59","ar-city","2016-03-22T02:10:50","2016","gualeguaychu","environment","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","There are no environments indicators or data sets. There are only diferent sections explaining the government policies to better care for environment, education on the matter at schools, etc.","Yes","No","Agustina De Luca","Paula Alzualde","0"
"2fb312cc-6d33-4010-8fe0-8088f47a7f5d","ar-city","2016-03-22T02:15:41","2016","mar-del-plata","tenders","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://appsvr.mardelplata.gob.ar/consultas/appcontainer/appcontainer.asp?app=CALENDARIOLICITACIONES",,"https://creativecommons.org/licenses/by/3.0/deed.es",,"Calls for Tenders Calendar","Government of MGP / Open Data","Yes","Yes","Submission is correct.","Data is accurate and updated. Users can easily enquire, read and understand it. However there is no machine readable data sets so no further use of data is possible, like data viz, etc.","Yes","No","Agustina De Luca","Paula Alzualde","75"
"3f5f0ef9-565d-44ce-90db-83c5eaa8af62","ar-city","2016-03-22T02:07:19","2016","mar-del-plata","environment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"No","http://www.mardelplata.gob.ar/Contenido/medio-ambiente-datos-hist%C3%B3ricos-osse","csv","https://creativecommons.org/licenses/by/3.0/deed.es",,"Historical environmental data","Government of MGP / Open Data","Yes","Yes","Submission is correct.","The dataset contains historical information regarding water production and consume, which can be downloaded in csv, with a Creative Commons 3.0 license. However, the dataset is not up to date, since its last revision was in August 2014.","Yes","Yes","Agustina De Luca","Paula Alzualde","90"
"33b569f8-8f5f-47fe-ac89-a49da782843b","ar-city","2016-03-14T15:57:33","2016","buenos-aires","tenders","Yes","Yes","Yes","Yes","Yes","No","No",,"Yes","http://boletinoficial.buenosaires.gob.ar/",,,,"Coordination of purchasing and procurement - Through the Official Gazette can access the acquisitions of the different areas of government of the City of Buenos Aires","Compras y Contrataciones -  Boletin oficial","Yes","Yes","Submission is correct.","The Information about purchase orders are in the site ""Compras y Contrataciones"" that contain providers and the information update is in ""boletin Oficial"". The information is in PDF format. A another option is the consult online http://buenosaires.gob.ar/areas/hacienda/compras/consulta/index-iframe.php","Yes","No","Yamila García","Paula Alzualde","45"
"5ee8af38-4421-438d-b014-75fef7cd9f86","ar-city","2016-03-14T15:54:45","2016","buenos-aires","environment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://data.buenosaires.gob.ar/dataset#query=&groups_cats=.medio-ambiente.","CSV","http://data.buenosaires.gob.ar/tyc",,"Environment category. Information about trees, green centers, public spaces, noise pollution, air quality, weather, etc.","http://data.buenosaires.gob.ar/dataset#query=&groups_cats=.medio-ambiente.","Yes","Yes","Submission is correct.","The category Medio Ambiente in the Data Buenos Aires site contains information about some topics: public spaces, green centers, public spaces, sound pollution, air quality, weather, etc. The official site of Medio Ambiente y Espacios públicos : http://www.buenosaires.gob.ar/espaciopublico has different data but doen´t contain datasets. ","Yes","Yes","Yamila García","Paula Alzualde","100"
"51c80629-cce6-49c4-9a6e-824076ae99d4","ar-city","2016-03-10T19:34:46","2016","bahia-blanca","tenders","Yes","Unsure","Yes","Yes","Yes","Yes","Yes",,"Yes","http://gabierto.bahiablanca.gov.ar/datos-abiertos/compras-y-gasto-publico-bahiense/","CSV","https://creativecommons.org/licenses/by/2.5/ar/",,"Bahia Blanca Purchases and Public Expenses ","Government of Bahia Blanca","Yes","Yes","Sumission is correct","Tenders data is included into ""Purchases and Expenses"". There is no specific section for tenders alone. There are also calls for tenders in articles but with a data set, like this: http://www.bahiablanca.gov.ar/llamado-a-licitacion-publica-para-la-prestacion-del-servicio-de-transporte-entre-bahia-blanca-y-cabildo/#.VoKI1JN96ZI","Yes","Yes","Paula Alzualde","Paula Alzualde","95"
"4cb1abbb-83c8-4e5e-b7ab-b12de1fb3237","ar-city","2016-03-10T19:07:01","2016","bahia-blanca","environment","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"Yes","http://bahiablanca.opendata.junar.com/dashboards/8373/salud/","CSV, XLS","https://creativecommons.org/licenses/by/2.5/ar/",,"Gobierno Abierto - Secretaría de Modernización","Government of Bahia Blanca","Yes","Yes","Submission is correct","Accesing from the ""Environment"" section (Government site) and the data set portal, under the Health Section there is data of water components. Under the Environment section there is data of recycled disposals such as batteries, electronic parts and overall garbage management indicators. Also, under the ""Que pasa Bahia Blanca"" section there is data on noise contamination.","Yes","Yes","Paula Alzualde","Paula Alzualde","100"
"b32e4066-a6e9-4dcb-a1db-76ea45726ad5","ar-city","2016-02-25T16:29:56","2016","neuquen-ciudad","contracts","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","""The government of the city of Neuquen does not publish information about purchase orders and contractions that adjudge
the public administration.""","Yes","No","Yamila García","Paula Alzualde","0"
"8e819e41-1371-46ca-ab68-6cd2449b4fdd","ar-city","2016-02-25T16:28:22","2016","neuquen-ciudad","budget","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","The site of Neuquen government contains the information about the budget. The budget can find in the internet a PDF: http://www.muninqn.gov.ar/info/doc/digesto/ordenanzas/13173%20PRESUPUESTO-2015.PDF.

","Yes","No","Yamila García","Paula Alzualde","0"
"d78eee36-dfaf-4796-922e-401a3959b2e3","ar-city","2016-03-04T23:43:57","2016","neuquen-ciudad","spending","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","""The government of the city of Neuquen does not publish information about expenditure""","Yes","No","Paula Alzualde","Paula Alzualde","0"
"49c6ad2c-1c14-490d-9277-c17f1b223986","ar-city","2016-02-25T16:33:50","2016","neuquen-ciudad","salaries","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","No hay información acerca de la publicación de los datos los salarios de los empleados y funcionarios públicos. ","Yes","No","Yamila García","Paula Alzualde","0"
"1c9627af-202c-414a-80c8-e369f016cb94","ar-city","2016-02-25T16:27:45","2016","neuquen-ciudad","timetables","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure",,"Unsure","http://www.ciudaddeneuquen.gob.ar/",,,,"Ciudad Neuquén. The site contain information about different categoty of data","Ciudad Neuquén ","Yes","Yes","Submission is correct.","The site of the city of Neuquen contains information on transport schedules, bus travel (mobile app), metered parking. The data is not in open format. 

The city of Neuquén is the capital of Neuquén province and the city has 550. 350 inhabitants (2010 census). On the website of the government of the city contains information from different areas but the city of Neuquen has no policy of open government. The site does not provide information on open data formats and to re-use for citizens. The information that provided is in PDF. The information important such as annual budget and spending presupeusto, health, ecucatión, purchase orders and environment does not contain free information for citizens. However, the government of the province of Neuquen has a portal with datasets open government and free software portal uses CKAN.","Yes","No","Yamila García","Paula Alzualde","35"
"cde1b5fd-99e9-4d72-9478-e196d5a073df","ar-city","2016-02-25T16:32:09","2016","neuquen-ciudad","maps","Yes","Yes","Yes","Unsure","Yes","Unsure","Unsure",,"Unsure",,,,,"Is a interactuve map where can see the información and geolocation of hotels, services and public spaces, hospitals, transport, satelital image, cadastral data","Mapa interactive of neuquen city","Yes","Yes","Submission is correct.","to enter the system requests a username and password. The map of the city of Neuquen not contain relevant information such as the geo- location of hospitals, schools, care centers, public administrations. The map is an interactive with tourist information. 

The city of Neuquén is the capital of Neuquén province and the city has 550. 350 inhabitants (2010 census). On the website of the government of the city contains information from different areas but the city of Neuquen has no policy of open government. The site does not provide information on open data formats and to re-use for citizens. The information that provided is in PDF. The information important such as annual budget and spending presupeusto, health, ecucatión, purchase orders and environment does not contain free information for citizens. However, the government of the province of Neuquen has a portal with datasets open government and free software portal uses CKAN.","Yes","No","Yamila García","Paula Alzualde","30"
"6ad5a8ad-1183-43cd-b344-4a2b0f347498","ar-city","2016-02-25T16:32:37","2016","neuquen-ciudad","education","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","The site does not  the information for schools, nor statistics or datasets for students of scholarity.","Yes","No","Yamila García","Paula Alzualde","0"
"7b445b1d-e1b7-452d-80a1-6307a11cbb73","ar-city","2016-02-25T16:30:18","2016","neuquen-ciudad","health","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","The site no contains information about the public health category. The government does not publish information about public and private hospitals, not health-related data.","Yes","No","Yamila García","Paula Alzualde","0"
"0d830313-a2c6-445d-89e5-4203098305c0","ar-city","2016-02-25T16:19:57","2016","moron","contracts","Yes","Yes","Yes","Yes","Yes","Unsure","Yes",,"No","https://apps.moron.gob.ar/ext/rafam_portal/compras/compras.php",,,,"Qué compra el municipio? - details of ","Dirección de Compras Y Contratacione - Portal de Compras","Yes","Yes","Submission is correct.","In the site the citizen can consult ""Purchase Orders"" that currently is requesting the municipality or are in the process of awarding (Effective Procurement) and those already adjudicated by issuing purchase order (Purchasing Concluded) and can access the details of the purchase order and know the supplier and the price to be paid for each item.","Yes","No","Yamila García","Paula Alzualde","45"
"ce778f0b-1204-42cc-a56d-7990396f1ccc","ar-city","2016-02-25T16:16:35","2016","moron","timetables","No","No","No","No","No","No","No",,"No",,,,,,,"Yes","Yes","Submission is correct.","La ciudad de Morón es una de la 135 ciudades de la provincia de Buenos Aires y tiene 122 642 habitantes. Moron se ubica a 17 km al oeste de la ciudad de Buenos Aires. La administración de la ciudad de Móron tiene un sitio que brinda información de areas de gobierno, donde explica la labor de cada area. El sitio de información no cumple con las politicas de gobierno abierto y el sitio no brinda información accesible para los ciudadanos. Sin embargo el area de Transparecia, tiene cuatro ejes: acceso a la información publica (explica la labor),  declaraciones juradas (en PDF), oficina de anticorrupcion, publicidad oficial (información en PDF acerca de la decignación), y decretos. El sitio no provee información relevante para los ciudadanos y la rendición de cuentas  como el presupuesto, el gasto del presupusto, salud, educación, salarios del staff del gobierno. ","Yes","No","Yamila García","Paula Alzualde","0"
"c7c56e49-ae52-46b5-896a-cd4a3024a0a7","ar-city","2016-02-25T16:24:59","2016","moron","maps","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure",,"Unsure","http://www.moron.gov.ar/wp-content/uploads/mapa/Mapa_Moron.pdf",,,,,"Moron municipal","Yes","Yes","Submission is correct.","La información esta en formato de PDF y el sitio no tiene información sobre mapas de la Municipalidad de Morón.

La ciudad de Morón es una de la 135 ciudades de la provincia de Buenos Aires y tiene 122 642 habitantes. Moron se ubica a 17 km al oeste de la ciudad de Buenos Aires. La administración de la ciudad de Móron tiene un sitio que brinda información de areas de gobierno, donde explica la labor de cada area. El sitio de información no cumple con las politicas de gobierno abierto y el sitio no brinda información accesible para los ciudadanos. Sin embargo el area de Transparecia, tiene cuatro ejes: acceso a la información publica (explica la labor),  declaraciones juradas (en PDF), oficina de anticorrupcion, publicidad oficial (información en PDF acerca de la decignación), y decretos. El sitio no provee información relevante para los ciudadanos y la rendición de cuentas  como el presupuesto, el gasto del presupusto, salud, educación, salarios del staff del gobierno. ","Yes","No","Yamila García","Paula Alzualde","35"
